Date,LocationISOCode,Location,NewCases,NewDeaths,NewRecovered,NewActiveCases,TotalCases,TotalDeaths,TotalRecovered,TotalActiveCases,LocationLevel,CityorRegency,Province,Country,Continent,Island,TimeZone,SpecialStatus,TotalRegencies,TotalCities,TotalDistricts,TotalUrbanVillages,TotalRuralVillages,Area(km2),Population,PopulationDensity,Longitude,Latitude,NewCasesperMillion,TotalCasesperMillion,NewDeathsperMillion,TotalDeathsperMillion,CaseFatalityRate,CaseRecoveredRate,GrowthFactorofNewCases,GrowthFactorofNewDeaths
12,ID-PB,Papua Barat,13,1,8,4,571,7,399,165,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,11.40,500.57,0.88,6.14,1.23%,69.88%,13.00,
12,ID-RI,Riau,32,0,11,21,821,14,437,370,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,5.27,135.16,0.00,2.30,1.71%,53.23%,2.00,1.00
12,ID-SR,Sulawesi Barat,0,1,0,-1,282,6,178,98,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,0.00,180.77,0.64,3.85,2.13%,63.12%,0.00,
12,ID-SN,Sulawesi Selatan,90,1,62,27,10675,335,7449,2891,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,9.55,1132.40,0.11,35.54,3.14%,69.78%,1.67,0.50
12,ID-ST,Sulawesi Tengah,4,0,1,3,220,7,196,17,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,1.35,74.44,0.00,2.37,3.18%,89.09%,,1.00
12,ID-SG,Sulawesi Tenggara,24,1,10,13,1076,18,731,327,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,9.11,408.28,0.38,6.83,1.67%,67.94%,0.75,
12,ID-SA,Sulawesi Utara,12,0,30,-18,3024,143,1719,1162,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,4.54,1144.64,0.00,54.13,4.73%,56.85%,0.33,0.00
12,ID-SB,Sumatera Barat,27,2,11,14,1216,36,834,346,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,4.89,220.32,0.36,6.52,2.96%,68.59%,2.08,
12,ID-SS,Sumatera Selatan,43,2,1,40,3778,203,2372,1203,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,5.23,459.75,0.24,24.70,5.37%,62.78%,1.95,1.00
12,ID-SU,Sumatera Utara,109,2,51,56,5264,231,2189,2844,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,7.33,353.88,0.13,15.53,4.39%,41.58%,0.53,0.50
13,ID-AC,Aceh,0,1,0,-1,748,24,191,533,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,0.00,142.55,0.19,4.57,3.21%,25.53%,0.00,0.50
13,ID-BA,Bali,35,0,37,-2,3927,49,3425,453,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,8.30,931.41,0.00,11.62,1.25%,87.22%,1.17,1.00
13,ID-BT,Banten,37,0,49,-12,2187,98,1551,538,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,3.45,203.97,0.00,9.14,4.48%,70.92%,0.76,0.00
13,ID-BE,Bengkulu,4,0,7,-3,264,24,162,78,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,2.00,132.03,0.00,12.00,9.09%,61.36%,2.00,0.00
13,ID-JK,DKI Jakarta,608,11,387,210,27761,970,17836,8955,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,56.06,2559.53,1.01,89.43,3.49%,64.25%,1.15,0.73
13,ID-YO,Daerah Istimewa Yogyakarta,11,0,13,-2,911,26,646,239,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,3.03,250.89,0.00,7.16,2.85%,70.91%,0.55,0.00
13,ID-GO,Gorontalo,8,0,24,-16,1672,42,1246,384,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,6.78,1416.17,0.00,35.57,2.51%,74.52%,0.17,0.00
13,ID-JA,Jambi,0,0,0,0,215,4,119,92,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,0.00,61.55,0.00,1.15,1.86%,55.35%,0.00,1.00
13,ID-JB,Jawa Barat,111,1,17,93,7901,234,4570,3097,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,2.46,174.95,0.02,5.18,2.96%,57.84%,1.05,1.00
13,ID-JT,Jawa Tengah,204,14,103,87,11148,765,7111,3272,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,5.61,306.57,0.38,21.04,6.86%,63.79%,1.14,0.70
13,ID-JI,Jawa Timur,341,22,383,-64,26561,1953,19548,5060,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,8.42,656.17,0.54,48.25,7.35%,73.60%,1.13,1.38
13,ID-KB,Kalimantan Barat,10,0,18,-8,439,4,398,37,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,1.84,80.95,0.00,0.74,0.91%,90.66%,1.11,1.00
13,ID-KS,Kalimantan Selatan,45,4,26,15,6934,314,4248,2372,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,11.19,1723.57,0.99,78.05,4.53%,61.26%,0.85,2.00
13,ID-KT,Kalimantan Tengah,44,2,70,-28,2131,99,1558,474,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,17.12,829.09,0.78,38.52,4.65%,73.11%,7.33,
13,ID-KI,Kalimantan Timur,23,1,30,-8,2129,61,1411,657,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,6.47,599.35,0.28,17.17,2.87%,66.28%,0.50,0.50
13,ID-KU,Kalimantan Utara,9,0,7,2,312,2,286,24,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,13.88,481.18,0.00,3.08,0.64%,91.67%,2.25,1.00
13,ID-BB,Kepulauan Bangka Belitung,0,0,0,0,203,2,195,6,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,0.00,147.13,0.00,1.45,0.99%,96.06%,1.00,1.00
13,ID-KR,Kepulauan Riau,14,1,10,3,613,26,348,239,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,7.26,317.72,0.52,13.48,4.24%,56.77%,0.52,1.00
13,ID-LA,Lampung,7,0,4,3,327,13,234,80,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,0.77,35.95,0.00,1.43,3.98%,71.56%,3.50,1.00
13,ID-MA,Maluku,39,0,24,15,1406,25,909,472,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,21.11,761.19,0.00,13.53,1.78%,64.65%,1.95,1.00
13,ID-MU,Maluku Utara,8,0,36,-28,1717,59,958,700,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,6.12,1312.89,0.00,45.11,3.44%,55.79%,0.44,0.00
13,ID-NB,Nusa Tenggara Barat,13,0,48,-35,2375,129,1593,653,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,2.47,450.64,0.00,24.48,5.43%,67.07%,0.54,0.00
13,ID-NT,Nusa Tenggara Timur,0,0,0,0,162,1,137,24,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,0.00,29.94,0.00,0.18,0.62%,84.57%,0.00,1.00
13,ID-PA,Papua,31,0,9,22,3336,35,1958,1343,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,7.14,768.60,0.00,8.06,1.05%,58.69%,1.19,1.00
13,ID-PB,Papua Barat,24,0,19,5,595,7,418,170,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,21.04,521.61,0.00,6.14,1.18%,70.25%,1.85,0.00
13,ID-RI,Riau,68,0,47,21,889,14,484,391,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,11.20,146.36,0.00,2.30,1.57%,54.44%,2.13,1.00
13,ID-SR,Sulawesi Barat,5,1,9,-5,287,7,187,93,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,3.21,183.98,0.64,4.49,2.44%,65.16%,,1.00
13,ID-SN,Sulawesi Selatan,81,1,60,20,10756,336,7509,2911,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,8.59,1140.99,0.11,35.64,3.12%,69.81%,0.90,1.00
13,ID-ST,Sulawesi Tengah,0,0,1,-1,220,7,197,16,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,0.00,74.44,0.00,2.37,3.18%,89.55%,0.00,1.00
13,ID-SG,Sulawesi Tenggara,30,0,38,-8,1106,18,769,319,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,11.38,419.66,0.00,6.83,1.63%,69.53%,1.25,0.00
13,ID-SA,Sulawesi Utara,126,0,20,106,3150,143,1739,1268,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,47.69,1192.33,0.00,54.13,4.54%,55.21%,10.50,1.00
13,ID-SB,Sumatera Barat,42,1,20,21,1258,37,854,367,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,7.61,227.93,0.18,6.70,2.94%,67.89%,1.56,0.50
13,ID-SS,Sumatera Selatan,27,0,43,-16,3805,203,2415,1187,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,3.29,463.03,0.00,24.70,5.34%,63.47%,0.63,0.00
13,ID-SU,Sumatera Utara,94,5,148,-59,5358,236,2337,2785,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,6.32,360.20,0.34,15.87,4.40%,43.62%,0.86,2.50
14,ID-AC,Aceh,92,2,0,90,840,26,191,623,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,17.53,160.08,0.38,4.95,3.10%,22.74%,,2.00
14,ID-BA,Bali,53,0,59,-6,3980,49,3484,447,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,12.57,943.98,0.00,11.62,1.23%,87.54%,1.51,1.00
14,ID-BT,Banten,21,1,9,11,2208,99,1560,549,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,1.96,205.92,0.09,9.23,4.48%,70.65%,0.57,
14,ID-BE,Bengkulu,10,0,0,10,274,24,162,88,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,5.00,137.03,0.00,12.00,8.76%,59.12%,2.50,1.00
14,ID-JK,DKI Jakarta,538,4,692,-158,28299,974,18528,8797,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,49.60,2609.13,0.37,89.80,3.44%,65.47%,0.88,0.36
14,ID-YO,Daerah Istimewa Yogyakarta,35,2,12,21,946,28,658,260,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,9.64,260.53,0.55,7.71,2.96%,69.56%,3.18,
14,ID-GO,Gorontalo,3,2,25,-24,1675,44,1271,360,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,2.54,1418.71,1.69,37.27,2.63%,75.88%,0.38,
14,ID-JA,Jambi,7,0,1,6,222,4,120,98,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,2.00,63.55,0.00,1.15,1.80%,54.05%,,1.00
14,ID-JB,Jawa Barat,358,1,20,337,8259,235,4590,3434,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,7.93,182.88,0.02,5.20,2.85%,55.58%,3.23,1.00
14,ID-JT,Jawa Tengah,192,9,53,130,11340,774,7164,3402,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,5.28,311.85,0.25,21.28,6.83%,63.17%,0.94,0.64
14,ID-JI,Jawa Timur,418,14,468,-64,26979,1967,20016,4996,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,10.33,666.49,0.35,48.59,7.29%,74.19%,1.23,0.64
14,ID-KB,Kalimantan Barat,5,0,1,4,444,4,399,41,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,0.92,81.88,0.00,0.74,0.90%,89.86%,0.50,1.00
14,ID-KS,Kalimantan Selatan,55,2,57,-4,6989,316,4305,2368,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,13.67,1737.24,0.50,78.55,4.52%,61.60%,1.22,0.50
14,ID-KT,Kalimantan Tengah,20,1,22,-3,2151,100,1580,471,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,7.78,836.87,0.39,38.91,4.65%,73.45%,0.45,0.50
14,ID-KI,Kalimantan Timur,98,4,67,27,2227,65,1478,684,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,27.59,626.94,1.13,18.30,2.92%,66.37%,4.26,4.00
14,ID-KU,Kalimantan Utara,0,0,0,0,312,2,286,24,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,0.00,481.18,0.00,3.08,0.64%,91.67%,0.00,1.00
14,ID-BB,Kepulauan Bangka Belitung,2,0,0,2,205,2,195,8,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,1.45,148.58,0.00,1.45,0.98%,95.12%,,1.00
14,ID-KR,Kepulauan Riau,12,0,16,-4,625,26,364,235,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,6.22,323.93,0.00,13.48,4.16%,58.24%,0.86,0.00
14,ID-LA,Lampung,5,0,0,5,332,13,234,85,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,0.55,36.50,0.00,1.43,3.92%,70.48%,0.71,1.00
14,ID-MA,Maluku,10,0,1,9,1416,25,910,481,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,5.41,766.61,0.00,13.53,1.77%,64.27%,0.26,1.00
14,ID-MU,Maluku Utara,12,0,0,12,1729,59,958,712,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,9.18,1322.06,0.00,45.11,3.41%,55.41%,1.50,1.00
14,ID-NB,Nusa Tenggara Barat,24,0,18,6,2399,129,1611,659,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,4.55,455.20,0.00,24.48,5.38%,67.15%,1.85,1.00
14,ID-NT,Nusa Tenggara Timur,0,0,0,0,162,1,137,24,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,0.00,29.94,0.00,0.18,0.62%,84.57%,1.00,1.00
14,ID-PA,Papua,9,0,3,6,3345,35,1961,1349,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,2.07,770.68,0.00,8.06,1.05%,58.62%,0.29,1.00
14,ID-PB,Papua Barat,0,0,19,-19,595,7,437,151,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,0.00,521.61,0.00,6.14,1.18%,73.45%,0.00,1.00
14,ID-RI,Riau,29,0,52,-23,918,14,536,368,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,4.77,151.13,0.00,2.30,1.53%,58.39%,0.43,1.00
14,ID-SR,Sulawesi Barat,12,0,4,8,299,7,191,101,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,7.69,191.67,0.00,4.49,2.34%,63.88%,2.40,0.00
14,ID-SN,Sulawesi Selatan,37,4,120,-87,10793,340,7629,2824,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,3.92,1144.92,0.42,36.07,3.15%,70.68%,0.46,4.00
14,ID-ST,Sulawesi Tengah,3,0,0,3,223,7,197,19,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,1.02,75.45,0.00,2.37,3.14%,88.34%,,1.00
14,ID-SG,Sulawesi Tenggara,33,0,43,-10,1139,18,812,309,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,12.52,432.18,0.00,6.83,1.58%,71.29%,1.10,1.00
14,ID-SA,Sulawesi Utara,61,0,82,-21,3211,143,1821,1247,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,23.09,1215.42,0.00,54.13,4.45%,56.71%,0.48,1.00
14,ID-SB,Sumatera Barat,42,1,15,26,1300,38,869,393,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,7.61,235.54,0.18,6.88,2.92%,66.85%,1.00,1.00
14,ID-SS,Sumatera Selatan,39,2,112,-75,3844,205,2527,1112,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,4.75,467.78,0.24,24.95,5.33%,65.74%,1.44,
14,ID-SU,Sumatera Utara,69,4,101,-36,5427,240,2438,2749,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,4.64,364.84,0.27,16.13,4.42%,44.92%,0.73,0.80
15,ID-AC,Aceh,25,2,0,23,865,28,191,646,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,4.76,164.85,0.38,5.34,3.24%,22.08%,0.27,1.00
15,ID-BA,Bali,44,0,42,2,4024,49,3526,449,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,10.44,954.42,0.00,11.62,1.22%,87.62%,0.83,1.00
15,ID-BT,Banten,33,0,20,13,2241,99,1580,562,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,3.08,209.00,0.00,9.23,4.42%,70.50%,1.57,0.00
15,ID-BE,Bengkulu,3,0,0,3,277,24,162,91,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,1.50,138.53,0.00,12.00,8.66%,58.48%,0.30,1.00
15,ID-JK,DKI Jakarta,583,6,526,51,28882,980,19054,8848,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,53.75,2662.88,0.55,90.35,3.39%,65.97%,1.08,1.50
15,ID-YO,Daerah Istimewa Yogyakarta,46,0,4,42,992,28,662,302,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,12.67,273.20,0.00,7.71,2.82%,66.73%,1.31,0.00
15,ID-GO,Gorontalo,40,1,18,21,1715,45,1289,381,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,33.88,1452.59,0.85,38.11,2.62%,75.16%,13.33,0.50
15,ID-JA,Jambi,3,0,1,2,225,4,121,100,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,0.86,64.41,0.00,1.15,1.78%,53.78%,0.43,1.00
15,ID-JB,Jawa Barat,229,0,36,193,8488,235,4626,3627,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,5.07,187.95,0.00,5.20,2.77%,54.50%,0.64,0.00
15,ID-JT,Jawa Tengah,131,5,59,67,11471,779,7223,3469,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,3.60,315.45,0.14,21.42,6.79%,62.97%,0.68,0.56
15,ID-JI,Jawa Timur,436,21,454,-39,27415,1988,20470,4957,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,10.77,677.26,0.52,49.11,7.25%,74.67%,1.04,1.50
15,ID-KB,Kalimantan Barat,3,0,6,-3,447,4,405,38,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,0.55,82.43,0.00,0.74,0.89%,90.60%,0.60,1.00
15,ID-KS,Kalimantan Selatan,62,3,36,23,7051,319,4341,2391,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,15.41,1752.65,0.75,79.29,4.52%,61.57%,1.13,1.50
15,ID-KT,Kalimantan Tengah,37,0,30,7,2188,100,1610,478,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,14.40,851.27,0.00,38.91,4.57%,73.58%,1.85,0.00
15,ID-KI,Kalimantan Timur,56,1,12,43,2283,66,1490,727,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,15.76,642.70,0.28,18.58,2.89%,65.27%,0.57,0.25
15,ID-KU,Kalimantan Utara,13,0,0,13,325,2,286,37,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,20.05,501.23,0.00,3.08,0.62%,88.00%,,1.00
15,ID-BB,Kepulauan Bangka Belitung,2,0,0,2,207,2,195,10,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,1.45,150.03,0.00,1.45,0.97%,94.20%,1.00,1.00
15,ID-KR,Kepulauan Riau,22,0,6,16,647,26,370,251,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,11.40,335.34,0.00,13.48,4.02%,57.19%,1.83,1.00
