Date,LocationISOCode,Location,NewCases,NewDeaths,NewRecovered,NewActiveCases,TotalCases,TotalDeaths,TotalRecovered,TotalActiveCases,LocationLevel,CityorRegency,Province,Country,Continent,Island,TimeZone,SpecialStatus,TotalRegencies,TotalCities,TotalDistricts,TotalUrbanVillages,TotalRuralVillages,Area(km2),Population,PopulationDensity,Longitude,Latitude,NewCasesperMillion,TotalCasesperMillion,NewDeathsperMillion,TotalDeathsperMillion,CaseFatalityRate,CaseRecoveredRate,GrowthFactorofNewCases,GrowthFactorofNewDeaths
18,ID-KS,Kalimantan Selatan,40,0,40,0,7281,325,4590,2366,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,9.94,1809.82,0.00,80.78,4.46%,63.04%,0.44,0.00
18,ID-KT,Kalimantan Tengah,43,2,70,-29,2258,102,1710,446,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,16.73,878.50,0.78,39.68,4.52%,75.73%,1.59,
18,ID-KI,Kalimantan Timur,93,1,34,58,2578,94,1644,840,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,26.18,725.75,0.28,26.46,3.65%,63.77%,0.80,0.25
18,ID-KU,Kalimantan Utara,0,0,6,-6,329,2,294,33,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,0.00,507.40,0.00,3.08,0.61%,89.36%,0.00,1.00
18,ID-BB,Kepulauan Bangka Belitung,2,0,2,0,216,2,198,16,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,1.45,156.55,0.00,1.45,0.93%,91.67%,1.00,1.00
18,ID-KR,Kepulauan Riau,0,0,0,0,664,27,382,255,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,0.00,344.15,0.00,13.99,4.07%,57.53%,0.00,1.00
18,ID-LA,Lampung,0,0,0,0,343,14,278,51,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,0.00,37.71,0.00,1.54,4.08%,81.05%,0.00,1.00
18,ID-MA,Maluku,9,1,28,-20,1530,30,974,526,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,4.87,828.33,0.54,16.24,1.96%,63.66%,0.35,1.00
18,ID-MU,Maluku Utara,2,0,0,2,1746,59,1035,652,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,1.53,1335.06,0.00,45.11,3.38%,59.28%,0.67,1.00
18,ID-NB,Nusa Tenggara Barat,23,2,19,2,2481,134,1678,669,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,4.36,470.76,0.38,25.43,5.40%,67.63%,1.05,2.00
18,ID-NT,Nusa Tenggara Timur,0,0,0,0,165,1,138,26,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,0.00,30.49,0.00,0.18,0.61%,83.64%,1.00,1.00
18,ID-PA,Papua,0,0,0,0,3432,36,2021,1375,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,0.00,790.72,0.00,8.29,1.05%,58.89%,0.00,1.00
18,ID-PB,Papua Barat,13,0,34,-21,620,7,485,128,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,11.40,543.53,0.00,6.14,1.13%,78.23%,6.50,1.00
18,ID-RI,Riau,22,0,22,0,1039,16,640,383,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,3.62,171.05,0.00,2.63,1.54%,61.60%,0.65,0.00
18,ID-SR,Sulawesi Barat,1,0,6,-5,320,7,217,96,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,0.64,205.13,0.00,4.49,2.19%,67.81%,0.08,1.00
18,ID-SN,Sulawesi Selatan,38,0,223,-185,11136,343,8062,2731,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,4.03,1181.30,0.00,36.39,3.08%,72.40%,0.39,0.00
18,ID-ST,Sulawesi Tengah,1,0,0,1,228,7,197,24,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,0.34,77.14,0.00,2.37,3.07%,86.40%,0.25,1.00
18,ID-SG,Sulawesi Tenggara,1,0,7,-6,1217,18,849,350,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,0.38,461.78,0.00,6.83,1.48%,69.76%,0.07,1.00
18,ID-SA,Sulawesi Utara,27,1,82,-56,3315,148,2117,1050,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,10.22,1254.79,0.38,56.02,4.46%,63.86%,4.50,1.00
18,ID-SB,Sumatera Barat,37,2,4,31,1413,43,918,452,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,6.70,256.01,0.36,7.79,3.04%,64.97%,1.42,2.00
18,ID-SS,Sumatera Selatan,9,1,15,-7,3919,207,2641,1071,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,1.10,476.91,0.12,25.19,5.28%,67.39%,9.00,
18,ID-SU,Sumatera Utara,130,8,81,41,5820,256,2740,2824,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,8.74,391.26,0.54,17.21,4.40%,47.08%,7.65,2.67
19,ID-AC,Aceh,63,0,0,63,1132,30,191,911,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,12.01,215.73,0.00,5.72,2.65%,16.87%,2.52,0.00
19,ID-BA,Bali,62,0,53,9,4220,51,3701,468,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,14.71,1000.91,0.00,12.10,1.21%,87.70%,1.29,0.00
19,ID-BT,Banten,47,0,31,16,2411,101,1655,655,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,4.38,224.86,0.00,9.42,4.19%,68.64%,0.75,0.00
19,ID-BE,Bengkulu,6,0,0,6,286,24,162,100,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,3.00,143.03,0.00,12.00,8.39%,56.64%,6.00,1.00
19,ID-JK,DKI Jakarta,551,18,566,-33,31016,1032,21071,8913,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,50.80,2859.63,1.66,95.15,3.33%,67.94%,1.07,0.95
19,ID-YO,Daerah Istimewa Yogyakarta,31,0,18,13,1090,29,713,348,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,8.54,300.19,0.00,7.99,2.66%,65.41%,1.72,0.00
19,ID-GO,Gorontalo,54,0,39,15,1875,47,1401,427,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,45.74,1588.11,0.00,39.81,2.51%,74.72%,1.64,1.00
19,ID-JA,Jambi,5,0,4,1,250,4,126,120,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,1.43,71.56,0.00,1.15,1.60%,50.40%,,1.00
19,ID-JB,Jawa Barat,104,4,48,52,8759,242,4776,3741,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,2.30,193.95,0.09,5.36,2.76%,54.53%,2.31,
19,ID-JT,Jawa Tengah,131,8,130,-7,11924,809,7552,3563,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,3.60,327.91,0.22,22.25,6.78%,63.33%,1.11,0.80
19,ID-JI,Jawa Timur,335,19,444,-128,28886,2074,22075,4737,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,8.28,713.60,0.47,51.24,7.18%,76.42%,1.07,1.06
19,ID-KB,Kalimantan Barat,4,0,1,3,456,4,410,42,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,0.74,84.09,0.00,0.74,0.88%,89.91%,0.80,1.00
19,ID-KS,Kalimantan Selatan,82,1,136,-55,7363,326,4726,2311,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,20.38,1830.20,0.25,81.03,4.43%,64.19%,2.05,
19,ID-KT,Kalimantan Tengah,0,0,0,0,2258,102,1710,446,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,0.00,878.50,0.00,39.68,4.52%,75.73%,0.00,0.00
19,ID-KI,Kalimantan Timur,91,4,56,31,2669,98,1700,871,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,25.62,751.37,1.13,27.59,3.67%,63.69%,0.98,4.00
19,ID-KU,Kalimantan Utara,3,0,4,-1,332,2,298,32,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,4.63,512.02,0.00,3.08,0.60%,89.76%,,1.00
19,ID-BB,Kepulauan Bangka Belitung,3,0,3,0,219,2,201,16,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,2.17,158.72,0.00,1.45,0.91%,91.78%,1.50,1.00
19,ID-KR,Kepulauan Riau,15,0,7,8,679,27,389,263,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,7.77,351.92,0.00,13.99,3.98%,57.29%,,1.00
19,ID-LA,Lampung,3,0,2,1,346,14,280,52,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,0.33,38.04,0.00,1.54,4.05%,80.92%,,1.00
19,ID-MA,Maluku,23,0,21,2,1553,30,995,528,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,12.45,840.78,0.00,16.24,1.93%,64.07%,2.56,0.00
19,ID-MU,Maluku Utara,10,0,458,-448,1756,59,1493,204,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,7.65,1342.71,0.00,45.11,3.36%,85.02%,5.00,1.00
19,ID-NB,Nusa Tenggara Barat,24,1,21,2,2505,135,1699,671,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,4.55,475.31,0.19,25.62,5.39%,67.82%,1.04,0.50
19,ID-NT,Nusa Tenggara Timur,0,0,0,0,165,1,138,26,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,0.00,30.49,0.00,0.18,0.61%,83.64%,1.00,1.00
19,ID-PA,Papua,21,2,6,13,3453,38,2027,1388,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,4.84,795.56,0.46,8.76,1.10%,58.70%,,
19,ID-PB,Papua Barat,14,0,25,-11,634,7,510,117,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,12.27,555.80,0.00,6.14,1.10%,80.44%,1.08,1.00
19,ID-RI,Riau,11,0,19,-8,1050,16,659,375,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,1.81,172.87,0.00,2.63,1.52%,62.76%,0.50,1.00
19,ID-SR,Sulawesi Barat,2,0,1,1,322,7,218,97,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,1.28,206.41,0.00,4.49,2.17%,67.70%,2.00,1.00
19,ID-SN,Sulawesi Selatan,28,1,68,-41,11164,344,8130,2690,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,2.97,1184.27,0.11,36.49,3.08%,72.82%,0.74,
19,ID-ST,Sulawesi Tengah,5,0,0,5,233,7,197,29,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,1.69,78.83,0.00,2.37,3.00%,84.55%,5.00,1.00
19,ID-SG,Sulawesi Tenggara,0,0,0,0,1217,18,849,350,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,0.00,461.78,0.00,6.83,1.48%,69.76%,0.00,1.00
19,ID-SA,Sulawesi Utara,21,0,38,-17,3336,148,2155,1033,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,7.95,1262.74,0.00,56.02,4.44%,64.60%,0.78,0.00
19,ID-SB,Sumatera Barat,26,2,20,4,1439,45,938,456,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,4.71,260.72,0.36,8.15,3.13%,65.18%,0.70,1.00
19,ID-SS,Sumatera Selatan,45,6,38,1,3964,213,2679,1072,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,5.48,482.38,0.73,25.92,5.37%,67.58%,5.00,6.00
19,ID-SU,Sumatera Utara,78,3,94,-19,5898,259,2834,2805,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,5.24,396.51,0.20,17.41,4.39%,48.05%,0.60,0.38
20,ID-AC,Aceh,5,0,0,5,1137,30,191,916,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,0.95,216.68,0.00,5.72,2.64%,16.80%,0.08,1.00
20,ID-BA,Bali,72,0,50,22,4292,51,3751,490,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,17.08,1017.99,0.00,12.10,1.19%,87.40%,1.16,1.00
20,ID-BT,Banten,23,0,10,13,2434,101,1665,668,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,2.15,227.00,0.00,9.42,4.15%,68.41%,0.49,1.00
20,ID-BE,Bengkulu,0,0,1,-1,286,24,163,99,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,0.00,143.03,0.00,12.00,8.39%,56.99%,0.00,1.00
20,ID-JK,DKI Jakarta,594,16,724,-146,31610,1048,21795,8767,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,54.77,2914.40,1.48,96.62,3.32%,68.95%,1.08,0.89
20,ID-YO,Daerah Istimewa Yogyakarta,48,2,52,-6,1138,31,765,342,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,13.22,313.41,0.55,8.54,2.72%,67.22%,1.55,
20,ID-GO,Gorontalo,0,0,47,-47,1875,47,1448,380,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,0.00,1588.11,0.00,39.81,2.51%,77.23%,0.00,1.00
20,ID-JA,Jambi,0,0,0,0,250,4,126,120,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,0.00,71.56,0.00,1.15,1.60%,50.40%,0.00,1.00
20,ID-JB,Jawa Barat,201,2,71,128,8960,244,4847,3869,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,4.45,198.40,0.04,5.40,2.72%,54.10%,1.93,0.50
20,ID-JT,Jawa Tengah,168,4,136,28,12092,813,7688,3591,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,4.62,332.53,0.11,22.36,6.72%,63.58%,1.28,0.50
20,ID-JI,Jawa Timur,371,24,410,-63,29257,2098,22485,4674,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,9.17,722.77,0.59,51.83,7.17%,76.85%,1.11,1.26
20,ID-KB,Kalimantan Barat,15,0,14,1,471,4,424,43,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,2.77,86.86,0.00,0.74,0.85%,90.02%,3.75,1.00
20,ID-KS,Kalimantan Selatan,181,0,74,107,7544,326,4800,2418,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,44.99,1875.19,0.00,81.03,4.32%,63.63%,2.21,0.00
20,ID-KT,Kalimantan Tengah,33,0,12,21,2291,102,1722,467,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,12.84,891.34,0.00,39.68,4.45%,75.16%,,1.00
20,ID-KI,Kalimantan Timur,28,2,21,5,2697,100,1721,876,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,7.88,759.25,0.56,28.15,3.71%,63.81%,0.31,0.50
20,ID-KU,Kalimantan Utara,5,0,0,5,337,2,298,37,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,7.71,519.74,0.00,3.08,0.59%,88.43%,1.67,1.00
20,ID-BB,Kepulauan Bangka Belitung,1,0,0,1,220,2,201,17,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,0.72,159.45,0.00,1.45,0.91%,91.36%,0.33,1.00
20,ID-KR,Kepulauan Riau,1,2,12,-13,680,29,401,250,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,0.52,352.44,1.04,15.03,4.26%,58.97%,0.07,
20,ID-LA,Lampung,6,0,1,5,352,14,281,57,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,0.66,38.70,0.00,1.54,3.98%,79.83%,2.00,1.00
20,ID-MA,Maluku,58,1,0,57,1611,31,995,585,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,31.40,872.18,0.54,16.78,1.92%,61.76%,2.52,
20,ID-MU,Maluku Utara,5,0,1,4,1761,59,1494,208,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,3.82,1346.53,0.00,45.11,3.35%,84.84%,0.50,1.00
20,ID-NB,Nusa Tenggara Barat,21,1,29,-9,2526,136,1728,662,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,3.98,479.29,0.19,25.81,5.38%,68.41%,0.88,1.00
20,ID-NT,Nusa Tenggara Timur,0,0,0,0,165,1,138,26,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,0.00,30.49,0.00,0.18,0.61%,83.64%,1.00,1.00
20,ID-PA,Papua,67,4,64,-1,3520,42,2091,1387,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,15.44,810.99,0.92,9.68,1.19%,59.40%,3.19,2.00
20,ID-PB,Papua Barat,6,0,1,5,640,7,511,122,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,5.26,561.06,0.00,6.14,1.09%,79.84%,0.43,1.00
20,ID-RI,Riau,47,1,36,10,1097,17,695,385,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,7.74,180.60,0.16,2.80,1.55%,63.35%,4.27,
20,ID-SR,Sulawesi Barat,1,0,9,-8,323,7,227,89,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,0.64,207.05,0.00,4.49,2.17%,70.28%,0.50,1.00
20,ID-SN,Sulawesi Selatan,83,2,80,1,11247,346,8210,2691,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,8.80,1193.08,0.21,36.70,3.08%,73.00%,2.96,2.00
20,ID-ST,Sulawesi Tengah,0,0,0,0,233,7,197,29,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,0.00,78.83,0.00,2.37,3.00%,84.55%,0.00,1.00
20,ID-SG,Sulawesi Tenggara,60,0,16,44,1277,18,865,394,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,22.77,484.55,0.00,6.83,1.41%,67.74%,,1.00
20,ID-SA,Sulawesi Utara,65,1,36,28,3401,149,2191,1061,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,24.60,1287.34,0.38,56.40,4.38%,64.42%,3.10,
20,ID-SB,Sumatera Barat,44,0,19,25,1483,45,957,481,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,7.97,268.70,0.00,8.15,3.03%,64.53%,1.69,0.00
20,ID-SS,Sumatera Selatan,24,3,13,8,3988,216,2692,1080,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,2.92,485.30,0.37,26.29,5.42%,67.50%,0.53,0.50
20,ID-SU,Sumatera Utara,59,9,80,-30,5957,268,2914,2775,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,3.97,400.47,0.61,18.02,4.50%,48.92%,0.76,3.00
21,ID-AC,Aceh,4,2,0,2,1141,32,191,918,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,0.76,217.45,0.38,6.10,2.80%,16.74%,0.80,
21,ID-BA,Bali,76,0,63,13,4368,51,3814,503,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,18.03,1036.01,0.00,12.10,1.17%,87.32%,1.06,1.00
21,ID-BT,Banten,36,0,34,2,2470,101,1699,670,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,3.36,230.36,0.00,9.42,4.09%,68.79%,1.57,1.00
21,ID-BE,Bengkulu,1,0,1,0,287,24,164,99,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,0.50,143.53,0.00,12.00,8.36%,57.14%,,1.00
21,ID-JK,DKI Jakarta,657,15,433,209,32267,1063,22228,8976,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,60.57,2974.97,1.38,98.01,3.29%,68.89%,1.11,0.94
21,ID-YO,Daerah Istimewa Yogyakarta,25,1,28,-4,1163,32,793,338,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,6.89,320.30,0.28,8.81,2.75%,68.19%,0.52,0.50
